"","V1","V2","V3"
"00823","A010608","A040215","A020701"
"00824","B100303","B100301","B100504"
"00825","A010403","A010613","A010644"
"00826","B430806","B140103","B120202"
"00827","A010404","A010403","A010501"
"00828","A040503","A010402","A010404"
"00829","B100305","B100504","B100501"
"00830","B210802","B100501","B200801"
"00831","C070101","C070203","C070202"
"00832","A020306","A020302","A010206"
"00833","A010402","A010401","A010201"
"00834","B100504","B100503","B530401"
"00835","B210802","B080302","B210107"
"00836","B100504","B160102","B100305"
"00837","C070202","C030401","C070201"
"00838","A040224","C170701","A010402"
"00839","B200801","A011004","A010402"
"00840","A080116","A010401","D040209"
"00841","A020302","A040302","A020303"
"00842","A060203","A040214","A030102"
"00843","B100305","B100402","B100405"
"00844","A010302","A010613","A010403"
"00845","A010404","A010501","A010608"
"00846","A020302","C170206","C070102"
"00847","A010608","A010402","A010302"
"00848","A010644","A010401","A040214"
"00849","B100305","B140102","B670201"
"00850","A010404","A010402","A010501"
"00851","A010607","A010401","C170701"
"00852","C030901","A010619","A010401"
"00853","A010302","A010501","A010101"
"00854","B100502","B100504","B140103"
"00855","A010402","A010501","A010401"
"00856","A010404","A010302","A010403"
"00857","A090101","A090404","A090102"
"00858","A010644","A020302","A060114"
"00859","A010653","A020302","B210802"
"00860","B100502","B430101","B140103"
"00861","A040502","A060201","A060202"
"00862","B430101","B210802","B740101"
"00863","A010401","A010402","A010404"
"00864","B160101","B160201","B100305"
"00865","A010302","A040302","A010608"
"00866","A010402","A010403","A040902"
"00867","C070101","C030401","C070202"
"00868","A010602","A011004","A010902"
"00869","A010601","A010103","A010903"
"00870","A010630","A040247","A020302"
"00871","B160102","B380407","B740101"
"00872","A010302","A010402","A010608"
"00873","A010403","A010302","A070608"
"00874","A010619","A010402","A010401"
"00875","B210802","A010404","A010201"
"00876","C070101","C010206","C030202"
"00877","B200801","B430101","B670402"
"00878","A010401","A010501","A010402"
"00879","C070101","C170701","C170206"
"00880","A010403","B050117","A010402"
"00881","C060503","C070101","C030401"
"00882","A040302","A010101","A010613"
"00883","A010403","A010302","A010404"
"00884","A010403","A010402","C110101"
"00885","A010401","A010402","A010501"
"00886","B100305","A060201","A010401"
"00887","A010613","B130206","A060114"
"00888","B100504","B100502","B100305"
"00889","B100402","A010401","B380402"
"00890","A010501","A010401","A010402"
"00891","B010102","B100502","B100504"
"00892","B100305","B140103","B160402"
"00893","A010608","A010302","A010404"
"00894","A030109","A010644","A030113"
"00895","A010401","A010402","A010101"
"00896","B160201","B570103","B160402"
"00897","A040302","A010404","A050306"
"00898","A010401","A010404","A010902"
"00899","A010402","A010302","A010404"
"00900","B160102","B430102","B160201"
"00901","C110101","C120201","C070102"
"00902","C150401","C150103","C170701"
"00903","C070102","B100301","B100305"
"00904","A010201","A010401","A010202"
"00905","A010401","A010603","A090101"
"00906","B160201","B100305","B210802"
"00907","A010404","A010402","A010608"
"00908","B200602","B140302","A010604"
"00909","B100305","C120101","B100502"
"00910","B100504","B100305","B100303"
"00911","A060114","A040502","A060202"
"00912","A010803","A090102","A090610"
"00913","A010302","A010404","A010402"
"00914","A010403","A040222","A010302"
"00915","A040215","A010501","A010601"
"00916","A040902","A010644","A010401"
"00917","C070101","C070201","C120201"
"00918","A040302","A010201","B210802"
"00919","A040224","A011004","A010302"
"00920","C010206","A010403","A040302"
"00921","B100306","B300301","B100301"
"00922","B210802","B210107","B380303"
"00923","A010619","A010613","A010401"
"00924","A060114","A010644","A050212"
"00925","A010608","A010402","A010401"
"00926","B140103","B100305","B100502"
"00927","A020501","A020302","A010602"
"00928","A040222","A040220","A010401"
"00929","A060114","A010401","A010402"
"00930","B160101","B740101","B120201"
"00931","A010403","A010404","A010401"
"00932","B100305","B100104","B080305"
"00933","B210802","B100305","B100301"
"00934","A010401","A010402","A010613"
"00935","A010402","A010401","A010501"
"00936","A040302","A010401","A040224"
"00937","A010401","A040401","A010402"
"00938","B380401","B380301","B380303"
"00939","A040302","A040222","A040224"
"00940","B910202","B100301","B450401"
"00941","A040302","A020302","A010644"
"00942","C070101","C170701","C150801"
"00943","B210802","B100305","B100502"
"00944","A010403","C030404","C030401"
"00945","B190101","B140103","B100305"
"00946","A010603","A040302","A040222"
"00947","A040902","A020701","A010302"
"00948","A010403","A010644","A010404"
"00949","A010401","A010402","A010403"
"00950","B210802","B150704","B210107"
"00951","B080601","B100305","B670402"
"00952","A040222","A020302","A010401"
"00953","A010403","A010603","A010302"
"00954","A010401","A010608","A010402"
"00955","A080106","A010404","A010401"
"00956","B210802","B740502","B210107"
"00957","A040224","A080102","B100305"
"00958","A040220","A040302","A011001"
"00959","A040224","A090308","A010645"
"00960","A010403","A010401","A010402"
"00961","B100504","B050502","B480401"
"00962","A090101","A090305","A040233"
"00963","A010404","A010302","A010402"
"00964","B140103","B051005","B100301"
"00965","A010501","A010402","B210107"
"00966","A010401","A040302","A010644"
"00967","B470104","B051005","B060901"
"00968","A010646","A090201","A010612"
"00969","B100305","B100502","B100504"
"00970","A010603","A010602","A010403"
"00971","B100501","B100301","B050503"
"00972","A040214","A080122","A040223"
"00973","A011001","A010607","A010608"
"00974","A010613","A060114","A010644"
"00975","B160201","B430101","B160101"
"00976","C110401","C070101","C010206"
"00977","A010403","A010644","A010613"
"00978","A010603","A040229","A010653"
"00979","B740502","B100305","B100701"
"00980","B790404","B010205","B040101"
"00981","B100504","B210802","B300301"
"00982","A010404","A080104","A040223"
"00983","B650201","B210802","B530401"
"00984","A010402","A010404","A010710"
"00985","A040224","A090201","A060167"
"00986","A040302","C030401","A020302"
"00987","C120101","C120601","C060402"
"00988","B150101","B100305","B100106"
"00989","A020302","A010401","A010402"
"00990","A010403","A010302","A010402"
"00991","A090201","A040222","C030302"
"00992","A060202","C110101","A010302"
"00993","A010644","A020302","A060114"
"00994","A040222","A020302","A010401"
"00995","B150104","A010201","A010403"
"00996","A010644","A010404","A010402"
"00997","C170206","A010613","C120201"
"00998","A010302","A010402","A010401"
"00999","A010401","A010403","A010402"
"01000","C070102","C070201","C010206"
"01001","A020302","A030103","A010623"
"01002","A010403","A010631","A010401"
"01003","B010102","B051002","B380203"
"01004","A010607","A010604","A020306"
"01005","A040302","A010402","A010201"
"01006","B100501","B100305","B100503"
"01007","B100301","B140103","A010654"
"01008","A040222","A020302","A010401"
"01009","B100305","B100502","B140103"
"01010","C070101","C170206","C030901"
"01011","A030109","A020306","A040302"
"01012","C070101","C030302","C030401"
"01013","A010501","A010302","A090101"
"01014","A010613","A040502","A020302"
"01015","A011004","A010401","A010630"
"01016","C030401","C100202","C070101"
"01017","A010302","A010401","A011004"
"01018","A011004","A040247","A020302"
"01019","A010103","A010302","A020103"
"01020","A041003","A010401","A011003"
"01021","B670402","B210802","B050117"
"01022","A010601","A010403","A010602"
"01023","C120501","C070103","C110101"
"01024","B100305","B150402","B150102"
"01025","A010613","A040209","A020306"
"01026","A090201","A010613","A040302"
"01027","A040217","A040220","A040222"
"01028","A010501","A010902","A010404"
"01029","C110101","A010403","C010206"
"01030","A010402","A010601","A010302"
"01031","C010206","C070101","C010101"
"01032","A040224","A040302","A010613"
"01033","A010401","A010201","A010402"
"01034","C120101","C120601","C010206"
"01035","B370906","B670402","B740101"
"01036","A040602","A060114","A010402"
"01037","C010206","C170206","C030901"
"01038","A010404","A010710","A010302"
"01039","B210802","C170206","A020302"
"01040","A090404","A010613","A040214"
"01041","B050502","B050501","B050106"
"01042","A040302","A010613","A010103"
"01043","A020302","A010602","A010201"
"01044","A020302","A010302","A040502"
"01045","A010402","A010403","A010404"
"01046","A010302","A010404","A010608"
"01047","A040902","A090101","A010403"
"01048","B100504","B100501","B100406"
"01049","A010401","A010404","A010403"
"01050","B150102","B150101","B100305"
"01051","B710101","B740502","B350201"
"01052","B210802","B051404","B050117"
"01053","A020302","A010623","A040224"
"01054","B470104","B470106","B380404"
"01055","B210802","B050503","B100501"
"01056","B100305","B210802","B200801"
"01057","A010404","A010402","A080103"
"01058","A010401","A010402","A040214"
"01059","A010608","A010803","A010302"
"01060","B160402","A020302","A040224"
"01061","A010403","A010401","A010402"
"01062","C030401","C070102","A010710"
"01063","C070203","C070102","C110203"
"01064","C070202","C030401","C070101"
"01065","C070201","B100301","A011004"
"01066","A010501","A011004","A010401"
"01067","A010302","B100502","A010404"
"01068","C030901","C010206","C030404"
"01069","A020302","A040214","A040601"
"01070","B430101","B100305","B480401"
"01071","A010603","A010302","C070103"
"01072","A010404","C120101","C120601"
"01073","A010302","A010401","A010402"
"01074","B051005","B140103","B140202"
"01075","A010901","A010302","A010404"
"01076","A010202","A010402","A010201"
"01077","A010101","A010404","A010302"
"01078","B100504","B140103","B140102"
"01079","C070103","C070202","C110101"
"01080","C080201","C070101","C080304"
"01081","C030401","C030303","C030202"
"01082","C030401","C040606","C030204"
"01083","B100504","B430101","B100305"
"01084","A010302","A040222","A090101"
"01085","A010403","C170206","A010404"
"01086","A010402","B210802","B210107"
"01087","A010302","A010404","A010608"
"01088","A040902","A020302","A010401"
"01089","C150405","C070201","C070202"
"01090","A010403","A010404","A010402"
"01091","A010501","A010402","A090101"
"01092","A060203","A010401","A040601"
"01093","B730401","B740101","B140101"
"01094","A010501","A010402","A010613"
"01095","A020302","A040302","A010644"
"01096","A040224","A010601","A010404"
"01097","B140103","A010619","B910202"
"01098","B210802","B210107","A010613"
"01099","A010401","A011003","A010402"
"01100","A040224","A010404","A010402"
"01101","A010403","A011004","A010401"
"01102","C120501","C120601","C170206"
"01103","A010613","A020302","A010405"
"01104","A010403","A010101","A020302"
"01105","A010403","A010201","A010401"
"01106","C170701","C120201","C010206"
"01107","A020102","A020707","A040224"
"01108","A010646","A060203","A020701"
"01109","C150302","C150301","C150306"
"01110","A010401","A010302","A010402"
"01111","A040214","A040222","A020302"
"01112","C110101","C070101","C030401"
"01113","A010302","A010401","A010403"
"01114","B740502","B100504","B740101"
"01115","A010401","A010402","A010710"
"01116","B100504","B100305","B210802"
"01117","A010302","A010401","A010608"
"01118","A010902","A010613","B430402"
"01119","A010501","A010402","A010710"
"01120","B050901","B050101","B050501"
"01121","A050501","A020102","A020101"
"01122","B100305","B010205","B100504"
"01123","B380404","B210802","B380401"
"01124","A010302","A010101","A010401"
"01125","B100305","B670402","B210802"
"01126","A010601","A030109","A060114"
"01127","A010403","A010302","A010401"
"01128","A060114","B050501","A010710"
"01129","A010630","A010501","A090101"
"01130","A020302","A040302","A010101"
"01131","A010404","A010402","A010201"
"01132","C120501","C060406","C030401"
"01133","A010404","A010302","A010401"
"01134","B100305","B470104","B200801"
"01135","A010302","A011004","A010401"
"01136","B100305","A010403","A010613"
"01137","A010402","A010403","A010302"
"01138","A010710","A040902","A010501"
"01139","A010613","A010803","A010606"
"01140","B480301","B051005","B100305"
"01141","A040224","A040220","A040302"
"01142","A040215","A020302","A010607"
"01143","B100504","B430101","B050101"
"01144","B100305","A010403","A010607"
"01145","B670404","B550101","B650202"
"01146","A010401","A010653","A010613"
"01147","A010401","A060203","A010403"
"01148","A010302","A010402","A010404"
"01149","B140101","B380303","B650204"
"01150","A010401","A010404","A010403"
"01151","A010302","A010613","A040224"
"01152","A010403","A010630","A010803"
"01153","A010401","A010402","A010404"
"01154","A010302","A010401","A010403"
"01155","A040302","A040601","A030111"
"01156","C120201","C120101","C120601"
"01157","A040225","A060114","A030102"
"01158","B100305","B140101","B380407"
"01159","C120201","C130302","C170206"
"01160","B100305","B100502","B670402"
"01161","A010403","A010613","B100502"
"01162","A040224","A040214","A010608"
"01163","A030109","A030110","A060114"
"01164","A011003","A010613","B100305"
"01165","C030401","C070101","C070202"
"01166","A010401","A020302","A010302"
"01167","A010405","A010401","A010402"
"01168","B270603","B100305","B740501"
"01169","B890102","B210802","B480401"
"01170","B140103","B010102","B050117"
"01171","A090103","A090602","A030110"
"01172","A010403","A010302","A010710"
"01173","A010403","A060203","A010404"
"01174","B210802","B140102","B200801"
"01175","B160101","B200801","B160201"
"01176","A010401","A010402","A010501"
"01177","A010401","A010613","A010403"
"01178","A010402","A010401","A040302"
"01179","B210802","B051404","A020302"
"01180","B050117","B770102","B050901"
"01181","A010403","A010401","A010803"
"01182","B100305","C170701","B040101"
"01183","C120101","C120601","C070103"
"01184","C070102","C030401","C070203"
